date,wheat_price,corn_price,cotton_price
4/23/2010,4.245,3.38,0.799
4/26/2010,4.195,3.365,0.792
4/27/2010,4.215,3.31,0.789
4/28/2010,4.115,3.41,0.773
4/29/2010,4.115,3.445,0.781
4/30/2010,4.15,3.505,0.772
5/3/2010,4.335,3.47,0.753
5/4/2010,4.415,3.465,0.761
5/5/2010,4.425,3.5,0.739
5/6/2010,4.385,3.46,0.747
5/7/2010,4.365,3.48,0.75
5/10/2010,4.205,3.46,0.745
5/11/2010,4.195,3.515,0.744
5/12/2010,4.175,3.53,0.748
5/13/2010,4.025,3.48,0.748
5/14/2010,3.985,3.38,0.757
5/17/2010,4.385,3.3,0.767
5/18/2010,4.375,3.335,0.778
5/19/2010,4.485,3.33,0.766
5/20/2010,4.495,3.36,0.775
5/21/2010,4.565,3.43,0.768
5/24/2010,4.515,3.445,0.766
5/25/2010,4.185,3.38,0.768
5/26/2010,4.605,3.455,0.765
5/27/2010,4.615,3.48,0.753
5/28/2010,4.515,3.345,0.743
6/1/2010,4.395,3.295,0.737
6/2/2010,4.425,3.24,0.737
6/3/2010,4.415,3.25,0.728
6/4/2010,4.325,3.18,0.73
6/7/2010,4.255,3.15,0.741
6/8/2010,4.305,3.16,0.771
6/9/2010,4.305,3.17,0.783
6/10/2010,4.315,3.225,0.773
6/11/2010,4.465,3.28,0.783
6/14/2010,4.575,3.315,0.78
6/15/2010,4.575,3.315,0.778
6/16/2010,4.725,3.335,0.777
6/17/2010,4.735,3.34,0.771
6/18/2010,4.725,3.38,0.774
6/21/2010,4.725,3.32,0.779
6/22/2010,4.735,3.29,0.781
6/23/2010,4.795,3.24,0.785
6/24/2010,4.805,3.22,0.787
6/25/2010,4.735,3.19,0.782
6/28/2010,4.645,3.12,0.778
6/29/2010,4.625,3.025,0.773
6/30/2010,4.765,3.32,0.776
7/1/2010,4.965,3.42,0.763
7/2/2010,5.045,3.415,0.763
7/6/2010,5.085,3.375,0.765
7/7/2010,5.375,3.475,0.763
7/8/2010,5.425,3.545,0.772
7/9/2010,5.205,3.53,0.762
7/12/2010,5.185,3.495,0.771
7/13/2010,5.395,3.485,0.765
7/14/2010,5.335,3.555,0.778
7/15/2010,5.695,3.64,0.792
7/16/2010,5.595,3.66,0.78
7/19/2010,5.525,3.53,0.77
7/20/2010,5.475,3.45,0.78
7/21/2010,5.635,3.515,0.788
7/22/2010,5.735,3.485,0.796
7/23/2010,5.605,3.42,0.805
7/26/2010,5.595,3.35,0.807
7/27/2010,5.605,3.345,0.798
7/28/2010,5.765,3.475,0.799
7/29/2010,5.815,3.505,0.816
7/30/2010,5.935,3.65,0.831
8/2/2010,6.155,3.63,0.838
8/3/2010,5.975,3.615,0.833
8/4/2010,6.435,3.72,0.835
8/5/2010,7.035,3.69,0.837
8/6/2010,6.585,3.71,0.834
8/9/2010,6.545,3.695,0.836
8/10/2010,6.275,3.605,0.835
8/11/2010,6.325,3.63,0.86
8/12/2010,6.485,3.73,0.867
8/13/2010,6.375,3.79,0.867
8/16/2010,6.375,3.755,0.87
8/17/2010,5.835,3.81,0.867
8/18/2010,5.885,3.835,0.872
8/19/2010,6.085,3.825,0.864
8/20/2010,6.065,3.89,0.869
8/23/2010,6.215,3.855,0.877
8/24/2010,6.045,3.74,0.874
8/25/2010,5.855,3.74,0.885
8/26/2010,6.135,3.86,0.883
8/27/2010,6.235,3.92,0.886
8/30/2010,6.325,3.96,0.883
8/31/2010,6.175,3.935,0.894
9/1/2010,6.175,3.935,0.901
9/2/2010,6.605,4.025,0.902
9/3/2010,6.875,4.2,0.906
9/7/2010,6.715,4.25,0.898
9/8/2010,6.515,4.195,0.896
9/9/2010,6.705,4.3,0.901
9/10/2010,6.695,4.38,0.911
9/13/2010,6.775,4.42,0.93
9/14/2010,6.765,4.52,0.921
9/15/2010,6.675,4.55,0.942
9/16/2010,6.545,4.565,0.942
9/17/2010,6.545,4.565,0.964
9/20/2010,6.675,4.705,0.973
9/21/2010,6.605,4.675,0.961
9/22/2010,6.585,4.695,0.937
9/23/2010,6.375,4.65,0.964
9/24/2010,6.605,4.89,1.004
9/27/2010,6.475,4.8,1.017
9/28/2010,6.275,4.68,0.977
9/29/2010,6.255,4.75,0.984
9/30/2010,6.215,4.705,0.945
10/1/2010,5.925,4.405,0.943
10/4/2010,5.835,4.48,0.951
10/5/2010,5.975,4.675,0.963
10/6/2010,5.975,4.62,1.003
10/7/2010,6.035,4.71,1.042
10/8/2010,6.585,4.965,1.075
10/11/2010,6.405,5.245,1.068
10/12/2010,6.515,5.475,1.081
10/13/2010,6.445,5.415,1.121
10/14/2010,6.465,5.395,1.071
10/15/2010,6.455,5.355,1.106
10/18/2010,6.315,5.295,1.075
10/19/2010,6.215,5.17,1.118
10/20/2010,6.425,5.455,1.135
10/21/2010,6.385,5.39,1.177
10/22/2010,6.405,5.335,1.227
10/25/2010,6.435,5.415,1.276
10/26/2010,6.705,5.475,1.216
10/27/2010,6.905,5.54,1.197
10/28/2010,7.125,5.57,1.197
10/29/2010,7.125,5.61,1.273
11/1/2010,6.935,5.56,1.325
11/2/2010,6.855,5.55,1.338
11/3/2010,6.805,5.6,1.387
11/4/2010,6.995,5.695,1.405
11/5/2010,6.995,5.675,1.445
11/8/2010,7.265,5.65,1.495
11/9/2010,7.085,5.55,1.439
11/10/2010,6.965,5.45,1.439
11/11/2010,6.965,5.42,1.384
11/12/2010,6.835,5.12,1.36
11/15/2010,6.875,5.33,1.262
11/16/2010,6.415,5.055,1.209
11/17/2010,6.485,5.05,1.259
11/18/2010,6.605,5.225,1.197
11/19/2010,6.595,5.02,1.143
11/22/2010,6.605,4.975,1.083
11/23/2010,6.605,5.105,1.131
11/24/2010,6.585,5.215,1.083
11/26/2010,6.585,5.215,1.123
11/29/2010,6.665,5.245,1.138
11/30/2010,6.725,5.155,1.178
12/1/2010,7.235,5.39,1.228
12/2/2010,7.305,5.31,1.288
12/3/2010,7.625,5.48,1.269
12/6/2010,7.705,5.41,1.269
12/7/2010,7.785,5.3,1.285
12/8/2010,7.665,5.48,1.325
12/9/2010,7.645,5.47,1.335
12/10/2010,7.505,5.47,1.375
12/13/2010,7.665,5.65,1.41
12/14/2010,7.405,5.645,1.386
12/15/2010,7.485,5.615,1.426
12/16/2010,7.335,5.65,1.466
12/17/2010,7.435,5.74,1.506
12/20/2010,7.575,5.77,1.556
12/21/2010,7.665,5.8,1.501
12/22/2010,7.85,5.845,1.501
12/23/2010,7.85,5.845,1.413
12/27/2010,7.825,5.895,1.389
12/28/2010,7.965,5.975,1.339
12/29/2010,7.975,5.985,1.363
12/30/2010,7.805,5.905,1.363
12/31/2010,7.805,5.905,1.357
1/3/2011,8.005,5.975,1.373
1/4/2011,7.855,5.855,1.387
1/5/2011,8.015,5.95,1.347
1/6/2011,7.745,5.775,1.341
1/7/2011,7.535,5.715,1.368
1/10/2011,7.535,5.835,1.408
1/11/2011,7.235,5.835,1.415
1/12/2011,7.535,6.065,1.376
1/13/2011,7.655,6.18,1.504
1/14/2011,7.655,6.295,1.389
1/18/2011,7.825,6.33,1.424
1/19/2011,7.825,6.125,1.464
1/20/2011,7.925,6.255,1.504
1/21/2011,8.215,6.295,1.554
1/24/2011,8.335,6.275,1.553
1/25/2011,8.335,6.165,1.603
1/26/2011,8.515,6.31,1.629
1/27/2011,8.395,6.25,1.583
1/28/2011,8.225,6.18,1.619
1/31/2011,8.365,6.345,1.657
2/1/2011,8.365,6.345,1.697
2/2/2011,8.365,6.345,1.654
2/3/2011,8.545,6.36,1.614
2/4/2011,8.595,6.545,1.68
2/7/2011,8.595,6.5,1.688
2/8/2011,8.805,6.52,1.741
2/9/2011,8.955,6.73,1.741
2/10/2011,8.705,6.745,1.835
2/11/2011,8.715,6.825,1.796
2/14/2011,8.705,6.73,1.844
2/15/2011,8.315,6.65,1.914
2/16/2011,8.335,6.68,1.984
2/17/2011,8.465,6.89,1.914
2/18/2011,8.185,6.77,1.844
2/22/2011,7.655,6.525,1.807
2/23/2011,7.725,6.66,1.737
2/24/2011,7.565,6.625,1.807
2/25/2011,7.855,6.885,1.877
2/28/2011,8.025,7.05,1.901
3/1/2011,7.965,7.045,1.971
3/2/2011,7.975,6.94,2.02
3/3/2011,7.995,7.08,2.092
3/4/2011,8.055,6.975,2.106
3/7/2011,7.735,6.875,2.036
3/8/2011,7.475,6.755,1.999
3/9/2011,7.215,6.71,1.96
3/10/2011,7.055,6.53,1.999
3/11/2011,6.855,6.34,1.929
3/14/2011,7.005,6.36,1.859
3/15/2011,6.475,6,1.801
3/16/2011,6.555,5.865,1.871
3/17/2011,7.075,6.185,1.941
3/18/2011,7.205,6.545,1.94
3/21/2011,7.185,6.575,2.01
3/22/2011,7.265,6.605,1.969
3/23/2011,7.235,6.555,2.038
3/24/2011,7.485,6.775,1.995
3/25/2011,7.445,6.655,1.925
3/28/2011,7.305,6.485,1.899
3/29/2011,7.545,6.505,1.899
3/30/2011,7.545,6.505,1.957
3/31/2011,7.775,6.73,1.911
4/1/2011,7.735,7.145,1.911
4/4/2011,8.055,7.385,1.966
4/5/2011,7.885,7.465,2.036
4/6/2011,7.885,7.425,2.037
4/7/2011,7.815,7.385,1.985
4/8/2011,8.075,7.475,2.001
4/11/2011,8.015,7.565,1.952
4/12/2011,7.585,7.36,1.929
4/13/2011,7.535,7.35,1.915
4/14/2011,7.465,7.325,1.814
4/15/2011,7.495,7.21,1.822
4/18/2011,7.805,7.335,1.752
4/19/2011,7.875,7.295,1.711
4/20/2011,7.835,7.155,1.715
4/21/2011,7.985,7.175,1.704
4/25/2011,8.245,7.44,1.644
4/26/2011,8.145,7.475,1.574
4/27/2011,7.775,7.33,1.56
4/28/2011,7.415,7.365,1.62
4/29/2011,7.695,7.35,1.585
5/2/2011,7.835,7.11,1.615
5/3/2011,7.645,7.01,1.555
5/4/2011,7.435,7.075,1.459
5/5/2011,7.145,6.86,1.446
5/6/2011,7.475,6.635,1.444
5/9/2011,7.785,6.865,1.504
5/10/2011,7.855,6.865,1.493
5/11/2011,7.575,6.605,1.433
5/12/2011,7.305,6.645,1.442
5/13/2011,7.215,6.665,1.502
5/16/2011,7.315,6.81,1.55
5/17/2011,7.585,7.05,1.599
5/18/2011,8.145,7.35,1.557
5/19/2011,8.025,7.37,1.556
5/20/2011,8.075,7.485,1.539
5/23/2011,7.995,7.435,1.539
5/24/2011,7.7765,7.225,1.56
5/25/2011,7.935,7.345,1.51
5/26/2011,8.105,7.38,1.527
5/27/2011,8.155,7.515,1.587
5/31/2011,7.795,7.415,1.61
6/1/2011,7.555,7.53,1.642
6/2/2011,7.715,7.605,1.616
6/3/2011,7.775,7.48,1.556
6/6/2011,7.635,7.255,1.486
6/7/2011,7.535,7.305,1.451
6/8/2011,7.675,7.585,1.511
6/9/2011,7.645,7.779,1.5
6/10/2011,7.615,7.81,1.51
6/13/2011,7.425,7.775,1.555
6/14/2011,7.355,7.495,1.52
6/15/2011,7.175,7.2,1.46
6/16/2011,6.845,6.975,1.371
6/17/2011,6.815,6.96,1.368
6/20/2011,6.685,6.985,1.378
6/21/2011,6.945,7.065,1.357
6/22/2011,6.665,6.755,1.325
6/23/2011,6.735,6.785,1.354
6/24/2011,6.605,6.68,1.364
6/27/2011,6.475,6.895,1.365
6/28/2011,6.645,6.81,1.357
6/29/2011,6.715,6.695,1.322
6/30/2011,6.445,6.615,1.303
7/1/2011,6.145,6.25,1.275
7/5/2011,6.345,6.445,1.255
7/6/2011,6.265,6.42,1.247
7/7/2011,6.425,6.48,1.251
7/8/2011,6.595,6.665,1.196
7/11/2011,6.525,6.675,1.146
7/12/2011,6.815,6.695,1.184
7/13/2011,7.285,7.13,1.144
7/14/2011,7.105,7.175,1.095
7/15/2011,7.935,7.295,1.04
7/18/2011,6.815,7.25,1.08
7/19/2011,6.875,7.315,1.073
7/20/2011,6.885,7.165,1.053
7/21/2011,6.585,7.17,1.051
7/22/2011,6.785,7.24,1.031
7/25/2011,6.755,7.13,1.071
7/26/2011,6.815,7.24,1.069
7/27/2011,6.955,7.22,1.058
7/28/2011,6.845,7.115,1.051
7/29/2011,6.675,6.95,1.086
8/1/2011,6.715,7.065,1.102
8/2/2011,6.935,7.33,1.054
8/3/2011,6.845,7.285,1.06
8/4/2011,6.565,7.205,1.025
8/5/2011,6.685,7.17,1
8/8/2011,6.465,6.945,0.983
8/9/2011,6.665,7.01,1.002
8/10/2011,6.715,7.02,0.968
8/11/2011,6.805,7.21,0.997
8/12/2011,6.815,7.205,1.04
8/15/2011,6.915,7.24,1.036
8/16/2011,6.995,7.29,1.074
8/17/2011,7.025,7.3,1.061
8/18/2011,6.815,7.225,1.053
8/19/2011,6.185,7.245,1.051
8/22/2011,7.105,7.355,1.036
8/23/2011,7.315,7.45,1.026
8/24/2011,7.235,7.42,1.006
8/25/2011,7.315,7.42,1.019
8/26/2011,7.365,7.625,1.028
8/29/2011,7.315,7.63,1.029
8/30/2011,7.195,7.655,1.039
8/31/2011,7.145,7.585,1.041
9/1/2011,7.135,7.265,1.046
9/2/2011,7.065,7.455,1.042
9/6/2011,6.905,7.405,1.082
9/7/2011,6.825,7.34,1.095
9/8/2011,6.725,7.19,1.073
9/9/2011,6.725,7.205,1.077
9/12/2011,6.725,7.3,1.086
9/13/2011,6.465,7.075,1.104
9/14/2011,6.495,7.08,1.076
9/15/2011,6.405,6.84,1.061
9/16/2011,6.385,6.745,1.005
9/19/2011,6.235,6.6725,1.004
9/20/2011,6.285,6.675,0.978
9/21/2011,6.205,6.665,0.943
9/22/2011,5.975,6.32,0.962
9/23/2011,6.025,6.2,0.946
9/26/2011,6.075,6.28,0.952
9/27/2011,6.245,6.345,0.945
9/28/2011,6.055,6.135,0.972
9/29/2011,6.225,6.17,0.952
9/30/2011,5.775,5.755,0.942
10/3/2011,5.775,5.755,0.942
10/4/2011,5.785,5.74,0.973
10/5/2011,6.005,5.915,0.987
10/6/2011,5.915,5.945,0.985
10/7/2011,5.805,5.9,0.985
10/10/2011,5.835,5.95,1
10/11/2011,6.325,6.345,0.97
10/12/2011,5.995,6.305,0.986
10/13/2011,5.965,6.28,0.992
10/14/2011,6.015,6.31,0.976
10/17/2011,6.085,6.32,0.982
10/18/2011,6.035,6.365,0.98
10/19/2011,5.985,6.61,0.951
10/20/2011,6.135,6.425,0.956
10/21/2011,6.215,6.495,0.969
10/24/2011,6.325,6.45,0.987
10/25/2011,6.255,6.445,0.993
10/26/2011,6.085,6.305,1.033
10/27/2011,6.335,6.45,1.034
10/28/2011,6.345,6.49,1.013
10/31/2011,6.175,6.41,0.985
11/1/2011,6.075,6.455,0.973
11/2/2011,6.295,6.39,0.971
11/3/2011,6.425,6.48,0.977
11/4/2011,6.385,6.505,0.958
11/7/2011,6.405,6.485,0.966
11/8/2011,6.585,6.585,0.959
11/9/2011,6.475,6.545,0.983
11/10/2011,6.245,6.44,0.983
11/11/2011,6.245,6.37,0.993
11/14/2011,6.205,6.335,1.002
11/15/2011,6.375,6.455,0.985
11/16/2011,6.205,6.425,0.945
11/17/2011,5.895,6.14,0.913
11/18/2011,6.125,6.09,0.884
11/21/2011,6.055,5.955,0.891
11/22/2011,6.115,5.965,0.889
11/23/2011,5.935,5.85,0.889
11/25/2011,5.935,5.85,0.894
11/28/2011,5.895,5.865,0.908
11/29/2011,6.125,5.93,0.889
11/30/2011,6.145,5.96,0.893
12/1/2011,6.215,5.91,0.898
12/2/2011,6.265,5.84,0.902
12/5/2011,6.105,5.795,0.918
12/6/2011,6.125,5.84,0.903
12/7/2011,5.995,5.8,0.896
12/8/2011,6.015,5.905,0.879
12/9/2011,6.005,5.845,0.847
12/12/2011,5.985,5.855,0.848
12/13/2011,6.045,5.86,0.824
12/14/2011,5.895,5.72,0.835
12/15/2011,5.895,5.795,0.835
12/16/2011,5.895,5.755,0.843
12/19/2011,6.115,5.925,0.836
12/20/2011,6.215,5.975,0.836
12/21/2011,6.255,6.06,0.84
12/22/2011,6.305,6.075,0.84
12/23/2011,6.3,6.085,0.84
12/27/2011,6.3,6.235,0.874
12/28/2011,6.605,6.3625,0.884
12/29/2011,6.635,6.28,0.886
12/30/2011,6.325,6.465,0.923
1/3/2012,6.655,6.48,0.923
1/4/2012,6.6625,6.485,0.912
1/5/2012,6.405,6.335,0.921
1/6/2012,6.365,6.335,0.922
1/9/2012,6.535,6.42,0.927
1/10/2012,6.515,6.425,0.924
1/11/2012,6.5055,6.42,0.912
1/12/2012,6.145,6.02,0.905
1/13/2012,6.115,5.9,0.932
1/17/2012,6.145,5.945,0.925
1/18/2012,6.065,5.86,0.927
1/19/2012,6.195,6.03,0.926
1/20/2012,6.245,6.095,0.934
1/23/2012,6.335,6.18,0.922
1/24/2012,6.535,6.29,0.904
1/25/2012,6.625,6.335,0.891
1/26/2012,6.745,6.345,0.891
1/27/2012,6.595,6.495,0.877
1/30/2012,6.595,6.32,0.868
1/31/2012,6.805,6.4,0.869
2/1/2012,6.685,6.41,0.877
2/2/2012,6.785,6.425,0.901
2/3/2012,6.765,6.435,0.901
2/6/2012,6.845,6.44,0.883
2/7/2012,6.785,6.42,0.874
2/8/2012,6.785,6.425,0.841
2/9/2012,6.7765,6.675,0.844
2/10/2012,6.485,6.32,0.853
2/13/2012,6.655,6.4,0.86
2/14/2012,6.585,6.365,0.868
2/15/2012,6.405,6.27,0.877
2/16/2012,6.485,6.335,0.867
2/17/2012,6.58,6.425,0.87
2/21/2012,6.475,6.31,0.845
2/22/2012,6.545,6.38,0.832
2/23/2012,6.565,6.395,0.842
2/24/2012,6.565,6.395,0.847
2/27/2012,6.615,6.48,0.862
2/28/2012,6.675,6.57,0.862
2/29/2012,6.795,6.585,0.837
3/1/2012,6.805,6.535,0.822
3/2/2012,6.935,6.545,0.862
3/5/2012,6.865,6.695,0.854
3/6/2012,6.725,6.545,0.841
3/7/2012,6.645,6.395,0.836
3/8/2012,6.895,6.36,0.828
3/9/2012,6.675,6.455,0.82
3/12/2012,6.6515,6.595,0.82
3/13/2012,6.635,6.615,0.811
3/14/2012,6.585,6.59,0.813
3/15/2012,6.595,6.65,0.815
3/16/2012,6.865,6.695,0.831
3/19/2012,6.665,6.605,0.819
3/20/2012,6.565,6.445,0.823
3/21/2012,6.505,6.39,0.841
3/22/2012,6.605,6.42,0.841
3/23/2012,6.805,6.44,0.854
3/26/2012,6.775,6.355,0.871
3/27/2012,6.585,6.28,0.885
3/28/2012,6.495,6.175,0.88
3/29/2012,6.315,6.015,0.88
3/30/2012,6.675,6.43,0.876
4/2/2012,6.755,6.55,0.871
4/3/2012,6.755,6.57,0.838
4/4/2012,6.685,6.565,0.83
4/5/2012,6.575,6.585,0.84
4/9/2012,6.675,6.505,0.842
4/10/2012,6.495,6.365,0.859
4/11/2012,6.505,6.375,0.875
4/12/2012,6.615,6.38,0.866
4/13/2012,6.455,6.29,0.826
4/16/2012,6.395,6.255,0.839
4/17/2012,6.375,6.17,0.864
4/18/2012,6.335,6.03,0.86
4/19/2012,6.475,6.215,0.845
4/20/2012,6.685,6.135,0.85
4/23/2012,6.475,6.24,0.84
4/24/2012,6.475,6.195,0.833
4/25/2012,6.395,6.13,0.846
4/26/2012,6.495,6.22,0.837
4/27/2012,6.655,6.43,0.819
4/30/2012,6.6695,6.525,0.822
5/1/2012,6.665,6.475,0.82
5/2/2012,6.295,6.295,0.827
5/3/2012,6.305,6.365,0.815
5/4/2012,6.245,6.465,0.802
5/7/2012,6.275,6.465,0.797
5/8/2012,6.295,6.555,0.793
5/9/2012,6.145,6.36,0.753
5/10/2012,6.165,6.16,0.725
5/11/2012,6.165,6.08,0.723
5/14/2012,6.1,6.1,0.727
5/15/2012,6.275,6.235,0.705
5/16/2012,6.535,6.48,0.702
5/17/2012,6.745,6.545,0.715
5/18/2012,7.175,6.645,0.72
5/21/2012,7.095,6.61,0.7
5/22/2012,6.955,6.26,0.675
5/23/2012,6.755,6.295,0.699
5/24/2012,6.675,6.055,0.696
5/25/2012,6.669,6.04,0.688
5/29/2012,6.455,5.88,0.669
5/30/2012,6.455,5.85,0.676
5/31/2012,6.365,5.82,0.646
6/1/2012,6.135,5.795,0.646
6/4/2012,6.205,5.92,0.629
6/5/2012,6.245,5.93,0.659
6/6/2012,6.215,6.135,0.699
6/7/2012,6.445,6.215,0.689
6/8/2012,6.305,6.275,0.711
6/11/2012,6.385,6.215,0.716
6/12/2012,6.255,6.14,0.711
6/13/2012,6.265,6.225,0.741
6/14/2012,6.335,6.14,0.76
6/15/2012,6.225,6.175,0.734
6/18/2012,6.445,6.39,0.756
6/19/2012,6.625,6.52,0.732
6/20/2012,6.695,6.46,0.688
6/21/2012,6.675,6.09,0.708
6/22/2012,6.805,6.15,0.72
6/25/2012,7.255,6.54,0.679
6/26/2012,7.295,6.665,0.673
6/27/2012,7.335,6.69,0.68
6/28/2012,7.325,6.67,0.698
6/29/2012,7.4651,6.675,0.706
7/2/2012,7.615,6.925,0.712
7/3/2012,7.875,7.135,0.683
7/5/2012,8.25,7.48,0.673
7/6/2012,7.955,7.34,0.671
7/9/2012,8.155,7.7,0.668
7/10/2012,8.055,7.525,0.674
7/11/2012,8.115,7.365,0.661
7/12/2012,8.315,7.62,0.685
7/13/2012,8.315,7.685,0.691
7/16/2012,8.695,8.03,0.669
7/17/2012,8.6,8.04,0.679
7/18/2012,8.775,8.18,0.685
7/19/2012,9.145,8.29,0.688
7/20/2012,9.125,8.395,0.681
7/23/2012,8.7715,8.31,0.67
7/24/2012,8.435,8.075,0.659
7/25/2012,8.635,8.11,0.674
7/26/2012,8.485,7.95,0.675
7/27/2012,8.675,8.12,0.674
7/30/2012,8.84,8.35,0.673
7/31/2012,8.585,8.18,0.668
8/1/2012,8.485,8.13,0.672
8/2/2012,8.35,8.03,0.7
8/3/2012,8.625,8.15,0.719
8/6/2012,8.645,8.085,0.717
8/7/2012,8.625,8.025,0.723
8/8/2012,8.725,8.175,0.723
8/9/2012,8.865,8.245,0.697
8/10/2012,8.585,8.065,0.681
8/13/2012,8.305,7.91,0.683
8/14/2012,8.135,7.915,0.695
8/15/2012,8.205,8.06,0.691
8/16/2012,8.395,8.115,0.694
8/17/2012,8.545,8.13,0.709
8/20/2012,8.645,8.295,0.732
8/21/2012,8.855,8.49,0.733
8/22/2012,8.815,8.48,0.732
8/23/2012,8.595,8.27,0.717
8/24/2012,8.525,8.215,0.726
8/27/2012,8.425,8.12,0.72
8/28/2012,8.245,8.09,0.731
8/29/2012,8.555,8.27,0.734
8/30/2012,8.535,8.18,0.737
8/31/2012,8.485,8.085,0.723
9/4/2012,8.395,8.15,0.721
9/5/2012,8.515,7.995,0.728
9/6/2012,8.705,8.035,0.73
9/7/2012,8.835,8.07,0.722
9/10/2012,8.685,7.905,0.715
9/11/2012,8.625,7.87,0.701
9/12/2012,8.685,7.785,0.702
9/13/2012,8.805,7.81,0.726
9/14/2012,9.025,7.895,0.711
9/17/2012,8.585,7.545,0.718
9/18/2012,8.385,7.465,0.722
9/19/2012,8.565,7.63,0.71
9/20/2012,8.545,7.52,0.69
9/21/2012,8.925,7.525,0.683
9/24/2012,8.565,7.4825,0.681
9/25/2012,8.515,7.475,0.668
9/26/2012,8.34,7.27,0.673
9/27/2012,8.195,7.185,0.664
9/28/2012,8.675,7.58,0.67
10/1/2012,8.495,7.585,0.676
10/2/2012,8.305,7.58,0.679
10/3/2012,8.335,7.555,0.678
10/4/2012,8.295,7.55,0.672
10/5/2012,8.165,7.46,0.672
10/8/2012,8.215,7.36,0.676
10/9/2012,8.235,7.36,0.679
10/10/2012,8.295,7.31,0.665
10/11/2012,8.655,7.69,0.671
10/12/2012,8.365,7.485,0.683
10/15/2012,8.285,7.335,0.711
10/16/2012,8.275,7.36,0.741
10/17/2012,8.385,7.43,0.74
10/18/2012,8.475,7.58,0.731
10/19/2012,8.525,7.61,0.732
10/22/2012,8.585,7.59,0.705
10/23/2012,8.485,7.55,0.689
10/24/2012,8.635,7.535,0.69
10/25/2012,8.525,7.4,0.687
10/26/2012,8.435,7.35,0.687
10/29/2012,8.435,7.35,0.672
10/30/2012,8.415,7.395,0.663
10/31/2012,8.495,7.54,0.665
11/1/2012,8.535,7.515,0.666
11/2/2012,8.525,7.375,0.667
11/5/2012,8.545,7.35,0.669
11/6/2012,8.645,7.39,0.663
11/7/2012,8.895,7.425,0.658
11/8/2012,8.905,7.395,0.661
11/9/2012,8.755,7.375,0.661
11/12/2012,8.465,7.17,0.678
11/13/2012,8.455,7.22,0.686
11/14/2012,8.435,7.24,0.71
11/15/2012,8.405,7.2,0.697
11/16/2012,8.285,7.26,0.691
11/19/2012,8.315,7.375,0.695
11/20/2012,8.345,7.42,0.697
11/21/2012,8.345,7.395,0.684
11/23/2012,8.345,7.395,0.696
11/26/2012,8.385,7.455,0.695
11/27/2012,8.625,7.61,0.696
11/28/2012,8.555,7.615,0.704
11/29/2012,8.585,7.55,0.709
11/30/2012,8.345,7.49,0.71
12/3/2012,8.215,7.52,0.699
12/4/2012,8.465,7.505,0.7
12/5/2012,8.495,7.57,0.706
12/6/2012,8.515,7.52,0.705
12/7/2012,8.515,7.355,0.702
12/10/2012,8.385,7.305,0.717
12/11/2012,8.115,7.285,0.719
12/12/2012,8.015,7.24,0.713
12/13/2012,7.985,7.215,0.718
12/14/2012,8.04,7.31,0.726
12/17/2012,7.995,7.25,0.727
12/18/2012,8.01,7.2,0.726
12/19/2012,7.955,7.03,0.726
12/20/2012,7.81,6.965,0.729
12/21/2012,7.82,7.02,0.729
12/24/2012,7.84,7.02,0.738
12/26/2012,7.645,6.93,0.728
12/27/2012,7.615,6.925,0.714
12/28/2012,7.675,6.945,0.719
12/31/2012,7.68,6.945,0.721
1/2/2013,7.445,6.925,0.721
1/3/2013,7.605,6.87,0.718
1/4/2013,7.565,6.825,0.725
1/7/2013,7.625,6.85,0.719
1/8/2013,7.625,6.89,0.715
1/9/2013,7.58,6.96,0.72
1/10/2013,7.565,6.99,0.724
1/11/2013,7.665,7.09,0.723
1/14/2013,7.82,7.245,0.73
1/15/2013,7.975,7.31,0.741
1/16/2013,7.995,7.33,0.745
1/17/2013,7.96,7.27,0.751
1/18/2013,8.06,7.3,0.759
1/22/2013,7.955,7.33,0.765
1/23/2013,7.92,7.23,0.789
1/24/2013,7.85,7.28,0.765
1/25/2013,7.94,7.25,0.771
1/28/2013,8.035,7.33,0.784
1/29/2013,8.02,7.355,0.79
1/30/2013,8.12,7.46,0.787
1/31/2013,8.05,7.48,0.787
2/1/2013,7.8905,7.43,0.775
2/4/2013,7.925,7.425,0.773
2/5/2013,7.875,7.375,0.775
2/6/2013,7.95,7.32,0.772
2/7/2013,7.955,7.205,0.784
2/8/2013,7.955,7.19,0.787
2/11/2013,7.82,7.2825,0.776
2/12/2013,7.72,7.2225,0.766
2/13/2013,7.76,7.205,0.778
2/14/2013,7.72,7.035,0.782
2/15/2013,7.82,7.06,0.791
2/19/2013,7.72,7.035,0.795
2/20/2013,7.75,7.1,0.782
2/21/2013,7.75,7,0.782
2/22/2013,7.51,7.005,0.767
2/25/2013,7.35,7.04,0.768
2/26/2013,7.36,7.125,0.794
2/27/2013,7.36,7.135,0.808
2/28/2013,7.39,7.215,0.809
3/1/2013,7.59,7.275,0.818
3/4/2013,7.41,7.225,0.825
3/5/2013,7.31,7.2575,0.832
3/6/2013,7.09,7.065,0.828
3/7/2013,7.22,7.1,0.831
3/8/2013,7.2305,7.22,0.83
3/11/2013,7.27,7.285,0.836
3/12/2013,7.31,7.33,0.851
3/13/2013,7.355,7.285,0.874
3/14/2013,7.52,7.345,0.89
3/15/2013,7.58,7.335,0.873
3/18/2013,7.455,7.365,0.896
3/19/2013,7.52,7.475,0.856
3/20/2013,7.66,7.515,0.847
3/21/2013,7.59,7.5,0.838
